sample_unit_id,grts,BroadHabitat_Class,BroadHabitat_Form
57437,34102,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
91232,34106,Forest & Woodland,Warm Temperate Forest & Woodland
109749,34129,Recently Disturbed or Modified,Recently Disturbed or Modified
116282,34145,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
61638,34150,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
103768,34161,Forest & Woodland,Cool Temperate Forest & Woodland
101483,34186,Forest & Woodland,Cool Temperate Forest & Woodland
109769,34193,Forest & Woodland,Cool Temperate Forest & Woodland
128762,34209,Forest & Woodland,Cool Temperate Forest & Woodland
112584,34225,Forest & Woodland,Cool Temperate Forest & Woodland
72263,34230,Forest & Woodland,Cool Temperate Forest & Woodland
129219,34241,Developed & Other Human Use,Developed & Urban
49599,34262,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
96361,34266,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
126480,34273,Forest & Woodland,Cool Temperate Forest & Woodland
86132,34282,Forest & Woodland,Warm Temperate Forest & Woodland
63008,34294,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
67150,34314,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
122739,34321,Forest & Woodland,Cool Temperate Forest & Woodland
106588,34337,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
52387,34342,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
75968,34346,"Polar & High Montane Scrub, Grassland & Barrens",Temperate & Boreal Alpine Tundra
122777,34353,Forest & Woodland,Cool Temperate Forest & Woodland
56530,34358,Developed & Other Human Use,Developed & Urban
97715,34362,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
91320,34378,Forest & Woodland,Cool Temperate Forest & Woodland
101905,34385,Shrub & Herb Vegetation,Salt Marsh
116291,34401,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
62091,34406,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
78740,34410,Forest & Woodland,Cool Temperate Forest & Woodland
105619,34417,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
88466,34426,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
107446,34449,Forest & Woodland,Cool Temperate Forest & Woodland
124134,34465,Open Rock Vegetation,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation"
88449,34474,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
69931,34486,Forest & Woodland,Cool Temperate Forest & Woodland
126905,34497,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
112131,34513,Forest & Woodland,Cool Temperate Forest & Woodland
46351,34518,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
100993,34522,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
127405,34529,Forest & Woodland,Cool Temperate Forest & Woodland
57426,34534,0,0
79181,34538,Forest & Woodland,Cool Temperate Forest & Woodland
59300,34550,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
131550,34561,0,0
56549,34598,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
83367,34602,Forest & Woodland,Cool Temperate Forest & Woodland
115345,34609,Open Water,Open Water
51436,34614,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
97722,34618,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
100579,34634,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
105597,34641,Forest & Woodland,Cool Temperate Forest & Woodland
116270,34657,Developed & Other Human Use,Developed & Urban
79659,34666,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
108413,34673,Forest & Woodland,Cool Temperate Forest & Woodland
46344,34678,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
103256,34689,Open Water,Open Water
103736,34705,Forest & Woodland,Cool Temperate Forest & Woodland
100084,34714,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
91682,34730,Forest & Woodland,Cool Temperate Forest & Woodland
71329,34742,Developed & Other Human Use,Developed & Urban
122257,34753,Shrub & Herb Vegetation,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland"
107037,34769,Forest & Woodland,Cool Temperate Forest & Woodland
74551,34794,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
62521,34806,Open Water,Open Water
119016,34833,Developed & Other Human Use,Developed & Urban
103329,34849,Forest & Woodland,Cool Temperate Forest & Woodland
88923,34874,Open Water,Open Water
91763,34890,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
111148,34897,Forest & Woodland,Cool Temperate Forest & Woodland
126005,34913,Forest & Woodland,Cool Temperate Forest & Woodland
56536,34918,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
103301,34929,Forest & Woodland,Cool Temperate Forest & Woodland
99589,34938,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
100100,34954,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
114402,34961,Forest & Woodland,Cool Temperate Forest & Woodland
120429,34977,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
100948,34986,Forest & Woodland,Warm Temperate Forest & Woodland
109800,34993,Forest & Woodland,Cool Temperate Forest & Woodland
72736,34998,Forest & Woodland,Cool Temperate Forest & Woodland
103264,35009,Recently Disturbed or Modified,Recently Disturbed or Modified
98224,35034,Forest & Woodland,Cool Temperate Forest & Woodland
80575,35050,Forest & Woodland,Warm Temperate Forest & Woodland
61606,35062,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
70386,35082,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
119957,35089,Forest & Woodland,Cool Temperate Forest & Woodland
55127,35126,Developed & Other Human Use,Developed & Urban
94006,35130,Forest & Woodland,Warm Temperate Forest & Woodland
101973,35141,Forest & Woodland,Cool Temperate Forest & Woodland
90390,35146,Recently Disturbed or Modified,Recently Disturbed or Modified
111140,35153,Forest & Woodland,Cool Temperate Forest & Woodland
123236,35169,Forest & Woodland,Cool Temperate Forest & Woodland
106090,35185,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
96850,35210,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
110237,35217,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
127386,35233,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
109343,35249,Forest & Woodland,Cool Temperate Forest & Woodland
67620,35254,Developed & Other Human Use,Developed & Urban
127370,35265,Forest & Woodland,Cool Temperate Forest & Woodland
49601,35286,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
96824,35290,Shrub & Herb Vegetation,Salt Marsh
87053,35306,Forest & Woodland,Warm Temperate Forest & Woodland
63927,35318,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
95955,35346,Forest & Woodland,Cool Temperate Forest & Woodland
108439,35361,Forest & Woodland,Temperate Flooded & Swamp Forest
84291,35370,Forest & Woodland,Cool Temperate Forest & Woodland
111178,35377,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
57453,35382,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
99565,35386,Forest & Woodland,Cool Temperate Forest & Woodland
100571,35402,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
102828,35409,Shrub & Herb Vegetation,Salt Marsh
121837,35425,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
60708,35430,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
79199,35434,Forest & Woodland,Warm Temperate Forest & Woodland
105639,35441,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
50050,35446,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
108830,35473,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
125071,35489,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
87511,35498,Forest & Woodland,Cool Temperate Forest & Woodland
67625,35510,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
126445,35521,Forest & Woodland,Cool Temperate Forest & Woodland
113058,35537,Forest & Woodland,Cool Temperate Forest & Woodland
45891,35542,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
99607,35546,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
62084,35574,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
126431,35601,Forest & Woodland,Cool Temperate Forest & Woodland
129253,35617,Forest & Woodland,Cool Temperate Forest & Woodland
51915,35622,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
84285,35626,Forest & Woodland,Warm Temperate Forest & Woodland
112099,35633,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
51903,35638,Forest & Woodland,Cool Temperate Forest & Woodland
101432,35642,Shrub & Herb Vegetation,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland"
96403,35658,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
107451,35665,Forest & Woodland,Cool Temperate Forest & Woodland
120902,35681,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
76416,35690,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
107482,35697,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
106967,35713,Developed & Other Human Use,Developed & Urban
103267,35729,Forest & Woodland,Cool Temperate Forest & Woodland
95905,35738,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
93999,35754,Forest & Woodland,Warm Temperate Forest & Woodland
62522,35766,Developed & Other Human Use,Developed & Urban
120411,35777,Forest & Woodland,Cool Temperate Forest & Woodland
107961,35793,Recently Disturbed or Modified,Recently Disturbed or Modified
61132,35830,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
132924,35841,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
118100,35857,Forest & Woodland,Cool Temperate Forest & Woodland
101954,35873,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
91703,35898,Forest & Woodland,Cool Temperate Forest & Woodland
112538,35921,Forest & Woodland,Cool Temperate Forest & Woodland
125547,35937,Forest & Woodland,Cool Temperate Forest & Woodland
56998,35942,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
102371,35953,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
98244,35978,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
113944,35985,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
121817,36001,Recently Disturbed or Modified,Recently Disturbed or Modified
101407,36010,Forest & Woodland,Warm Temperate Forest & Woodland
115819,36017,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
70421,36022,Forest & Woodland,Cool Temperate Forest & Woodland
123659,36033,Developed & Other Human Use,Developed & Urban
93177,36034,Forest & Woodland,Cool Temperate Forest & Woodland
98684,36058,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
83807,36074,Forest & Woodland,Cool Temperate Forest & Woodland
61138,36086,Forest & Woodland,Cool Temperate Forest & Woodland
72700,36106,0,0
123196,36113,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
102883,36129,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
78746,36138,Developed & Other Human Use,Developed & Urban
118612,36145,Forest & Woodland,Cool Temperate Forest & Woodland
57899,36150,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
98646,36154,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
92236,36170,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
114847,36177,Forest & Woodland,Cool Temperate Forest & Woodland
123233,36193,Forest & Woodland,Cool Temperate Forest & Woodland
63019,36198,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
106547,36209,Forest & Woodland,Cool Temperate Forest & Woodland
91246,36218,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
95933,36234,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
106508,36241,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
129702,36257,Recently Disturbed or Modified,Recently Disturbed or Modified
113508,36273,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
66689,36278,Developed & Other Human Use,Developed & Urban
127358,36289,Forest & Woodland,Cool Temperate Forest & Woodland
110745,36305,Forest & Woodland,Cool Temperate Forest & Woodland
98672,36314,Forest & Woodland,Cool Temperate Forest & Woodland
74553,36330,Forest & Woodland,Cool Temperate Forest & Woodland
62547,36342,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
91759,36362,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
102890,36385,Forest & Woodland,Cool Temperate Forest & Woodland
87069,36394,Forest & Woodland,Warm Temperate Forest & Woodland
109794,36401,Forest & Woodland,Cool Temperate Forest & Woodland
57913,36406,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
100494,36410,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
98255,36426,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
105610,36433,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
119986,36449,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
75038,36458,Forest & Woodland,Cool Temperate Forest & Woodland
102391,36465,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
103281,36497,Forest & Woodland,Cool Temperate Forest & Woodland
123677,36513,Forest & Woodland,Temperate Flooded & Swamp Forest
87514,36522,Forest & Woodland,Warm Temperate Forest & Woodland
65774,36534,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
115369,36561,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
50516,36566,Forest & Woodland,Cool Temperate Forest & Woodland
77332,36586,Developed & Other Human Use,Developed & Urban
58844,36598,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
123649,36625,Recently Disturbed or Modified,Recently Disturbed or Modified
53305,36646,Shrub & Herb Vegetation,Salt Marsh
86599,36650,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
111170,36657,Forest & Woodland,Cool Temperate Forest & Woodland
51893,36662,Developed & Other Human Use,Developed & Urban
98192,36666,Forest & Woodland,Cool Temperate Forest & Woodland
95939,36682,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
103288,36689,Shrub & Herb Vegetation,Salt Marsh
122754,36705,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
73639,36714,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
104711,36721,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
67174,36726,Forest & Woodland,Cool Temperate Forest & Woodland
107892,36737,Forest & Woodland,Warm Temperate Forest & Woodland
97763,36762,Forest & Woodland,Cool Temperate Forest & Woodland
83346,36778,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
63916,36790,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
106119,36817,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
93141,36826,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
88456,36842,Forest & Woodland,Warm Temperate Forest & Woodland
58817,36854,Open Water,Open Water
116242,36881,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
106577,36897,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
93136,36906,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
89848,36922,Forest & Woodland,Cool Temperate Forest & Woodland
93618,36938,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
129671,36945,Forest & Woodland,Cool Temperate Forest & Woodland
123686,36961,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
53756,36966,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
80586,36970,Forest & Woodland,Warm Temperate Forest & Woodland
113952,36977,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
97266,36986,Shrub & Herb Vegetation,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland"
97334,37002,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
113933,37009,Forest & Woodland,Cool Temperate Forest & Woodland
117194,37025,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
95389,37034,Forest & Woodland,Cool Temperate Forest & Woodland
103788,37041,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
68108,37046,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
94988,37082,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
63926,37110,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
118111,37137,Recently Disturbed or Modified,Recently Disturbed or Modified
100122,37138,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
104268,37153,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
56551,37158,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
117692,37169,Forest & Woodland,Cool Temperate Forest & Woodland
51876,37174,0,0
94476,37178,Forest & Woodland,Cool Temperate Forest & Woodland
113462,37201,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
118136,37217,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
60248,37222,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
103773,37233,Forest & Woodland,Cool Temperate Forest & Woodland
101016,37258,Forest & Woodland,Cool Temperate Forest & Woodland
112544,37265,Forest & Woodland,Cool Temperate Forest & Woodland
127378,37281,Forest & Woodland,Cool Temperate Forest & Woodland
113964,37297,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
71342,37302,Forest & Woodland,Cool Temperate Forest & Woodland
126895,37313,Shrub & Herb Vegetation,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland"
94968,37338,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
125557,37345,Forest & Woodland,Cool Temperate Forest & Woodland
86122,37354,Forest & Woodland,Cool Temperate Forest & Woodland
60213,37366,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
131521,37377,Open Water,Open Water
67609,37386,0,0
121351,37393,Forest & Woodland,Cool Temperate Forest & Woodland
105663,37409,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
51922,37414,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
74579,37418,Forest & Woodland,Cool Temperate Forest & Woodland
119999,37425,Forest & Woodland,Cool Temperate Forest & Woodland
55578,37430,Open Water,Open Water
95399,37434,Forest & Woodland,Cool Temperate Forest & Woodland
94557,37450,Forest & Woodland,Cool Temperate Forest & Woodland
114382,37457,Forest & Woodland,Cool Temperate Forest & Woodland
116286,37473,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
64405,37478,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
106541,37489,Forest & Woodland,Cool Temperate Forest & Woodland
90781,37498,Forest & Woodland,Cool Temperate Forest & Woodland
105585,37521,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
125526,37537,Forest & Woodland,Cool Temperate Forest & Woodland
88444,37546,Forest & Woodland,Cool Temperate Forest & Woodland
71789,37558,Developed & Other Human Use,Developed & Urban
129676,37569,Shrub & Herb Vegetation,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland"
110743,37585,Forest & Woodland,Cool Temperate Forest & Woodland
45899,37590,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
98667,37594,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
75017,37610,Developed & Other Human Use,Developed & Urban
58841,37622,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
132468,37633,0,0
128789,37665,Forest & Woodland,Cool Temperate Forest & Woodland
57938,37670,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
81513,37674,Forest & Woodland,Warm Temperate Forest & Woodland
113959,37681,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
56062,37686,Forest & Woodland,Cool Temperate Forest & Woodland
96331,37690,Forest & Woodland,Cool Temperate Forest & Woodland
99652,37706,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
107453,37713,Forest & Woodland,Cool Temperate Forest & Woodland
119047,37729,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
78271,37738,Forest & Woodland,Warm Temperate Forest & Woodland
105165,37745,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
50963,37750,Open Water,Open Water
103740,37777,Forest & Woodland,Cool Temperate Forest & Woodland
98694,37786,Introduced & Semi Natural Vegetation,Introduced & Semi Natural Vegetation
92603,37802,Introduced & Semi Natural Vegetation,Introduced & Semi Natural Vegetation
69477,37814,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
122264,37825,Forest & Woodland,Cool Temperate Forest & Woodland
114454,37841,Forest & Woodland,Cool Temperate Forest & Woodland
116701,37905,Forest & Woodland,Cool Temperate Forest & Woodland
103794,37921,Forest & Woodland,Cool Temperate Forest & Woodland
45902,37926,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
52808,37942,Open Water,Open Water
87539,37946,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
91768,37962,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
128739,37969,Open Water,Open Water
124617,37985,Forest & Woodland,Cool Temperate Forest & Woodland
51446,37990,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
104229,38001,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
100055,38010,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
95019,38026,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
115323,38033,Forest & Woodland,Cool Temperate Forest & Woodland
118580,38049,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
94931,38058,Forest & Woodland,Cool Temperate Forest & Woodland
109333,38065,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
66713,38070,"Polar & High Montane Scrub, Grassland & Barrens",Temperate & Boreal Alpine Tundra
103258,38081,Recently Disturbed or Modified,Recently Disturbed or Modified
100078,38106,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
82892,38122,Forest & Woodland,Warm Temperate Forest & Woodland
60684,38134,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
131066,38145,Open Water,Open Water
72707,38154,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
118107,38161,Forest & Woodland,Cool Temperate Forest & Woodland
98270,38162,Forest & Woodland,Cool Temperate Forest & Woodland
57478,38182,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
92155,38202,Shrub & Herb Vegetation,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland"
101976,38213,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
89929,38218,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
110214,38225,Recently Disturbed or Modified,Recently Disturbed or Modified
117209,38241,Introduced & Semi Natural Vegetation,Introduced & Semi Natural Vegetation
108400,38257,Forest & Woodland,Cool Temperate Forest & Woodland
97314,38282,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
111166,38289,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
130618,38305,Forest & Woodland,Cool Temperate Forest & Woodland
100016,38314,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
112125,38321,Forest & Woodland,Cool Temperate Forest & Woodland
69483,38326,Forest & Woodland,Warm Temperate Forest & Woodland
130145,38337,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
50988,38358,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
95899,38362,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
87058,38378,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
62540,38390,Forest & Woodland,Warm Temperate Forest & Woodland
123200,38417,Forest & Woodland,Cool Temperate Forest & Woodland
97341,38418,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
75040,38442,Forest & Woodland,Cool Temperate Forest & Woodland
122776,38449,Forest & Woodland,Cool Temperate Forest & Woodland
57921,38454,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
97717,38458,Forest & Woodland,Cool Temperate Forest & Woodland
93635,38474,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
103759,38481,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
117678,38497,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
59776,38502,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
79667,38506,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
107956,38513,Forest & Woodland,Cool Temperate Forest & Woodland
48199,38518,Developed & Other Human Use,Developed & Urban
88004,38522,Open Water,Open Water
110673,38529,Forest & Woodland,Cool Temperate Forest & Woodland
108371,38545,Forest & Woodland,Cool Temperate Forest & Woodland
125064,38561,Forest & Woodland,Cool Temperate Forest & Woodland
89374,38570,Forest & Woodland,Warm Temperate Forest & Woodland
70394,38582,Forest & Woodland,Cool Temperate Forest & Woodland
125051,38593,Developed & Other Human Use,Developed & Urban
109811,38609,Forest & Woodland,Cool Temperate Forest & Woodland
98675,38618,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
128332,38625,Forest & Woodland,Cool Temperate Forest & Woodland
58834,38646,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
128790,38689,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
56083,38694,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
83827,38698,Forest & Woodland,Warm Temperate Forest & Woodland
113954,38705,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
52823,38710,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
97261,38714,Shrub & Herb Vegetation,Salt Marsh
100118,38730,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
105603,38737,Forest & Woodland,Cool Temperate Forest & Woodland
117659,38753,Recently Disturbed or Modified,Recently Disturbed or Modified
79195,38762,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
107487,38769,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
46809,38774,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
103257,38785,Open Water,Open Water
102809,38801,Recently Disturbed or Modified,Recently Disturbed or Modified
100086,38810,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
94466,38826,Forest & Woodland,Cool Temperate Forest & Woodland
71790,38838,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
120407,38849,Forest & Woodland,Cool Temperate Forest & Woodland
105648,38865,Forest & Woodland,Cool Temperate Forest & Woodland
116714,38929,Forest & Woodland,Cool Temperate Forest & Woodland
102868,38945,Forest & Woodland,Cool Temperate Forest & Woodland
49605,38950,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
93552,38970,Forest & Woodland,Cool Temperate Forest & Woodland
111145,38993,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
124159,39009,Forest & Woodland,Cool Temperate Forest & Woodland
56534,39014,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
83373,39018,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
103762,39025,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
100050,39034,Open Water,Open Water
101028,39050,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
115793,39057,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
122749,39073,Forest & Woodland,Cool Temperate Forest & Woodland
98168,39082,Forest & Woodland,Warm Temperate Forest & Woodland
109339,39089,Forest & Woodland,Cool Temperate Forest & Woodland
102337,39105,Developed & Other Human Use,Developed & Urban
100535,39130,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
82423,39146,Forest & Woodland,Cool Temperate Forest & Woodland
